pid,segment,cluster
6055,Moderate,1
6056,High engagers,0
6057,Moderate,1
6058,High engagers,0
6059,High engagers,0
6060,Passive,2
6061,High engagers,0
6062,Passive,2
6063,High engagers,0
6064,High engagers,0
6065,Moderate,1
6066,Passive,2
6067,Moderate,1
6068,High engagers,0
6069,Passive,2
6070,Passive,2
6071,Passive,2
6072,High engagers,0
6073,High engagers,0
6074,Moderate,1
6075,High engagers,0
6076,High engagers,0
6077,High engagers,0
6078,High engagers,0
6079,High engagers,0
6080,High engagers,0
6081,Passive,2
6082,Passive,2
6083,Passive,2
6084,High engagers,0
6085,Passive,2
6086,Moderate,1
6087,Moderate,1
6088,Passive,2
6089,High engagers,0
6090,High engagers,0
6091,Moderate,1
6092,Passive,2
6093,Moderate,1
6094,Moderate,1
6095,Passive,2
6096,High engagers,0
6097,Passive,2
6098,Moderate,1
6099,High engagers,0
6100,Moderate,1
6101,Passive,2
6102,Passive,2
6103,Passive,2
6104,Passive,2
6105,High engagers,0
6107,Moderate,1
6108,High engagers,0
6109,Moderate,1
6110,High engagers,0
6111,High engagers,0
6112,High engagers,0
6113,High engagers,0
6115,High engagers,0
6116,High engagers,0
6117,Moderate,1
6118,High engagers,0
6119,Passive,2
6120,High engagers,0
6121,High engagers,0
6122,Moderate,1
6123,High engagers,0
6124,Passive,2
6125,High engagers,0
6126,Moderate,1
6127,Moderate,1
6128,High engagers,0
6129,High engagers,0
6130,High engagers,0
6131,High engagers,0
6132,High engagers,0
6133,High engagers,0
6134,Passive,2
6135,High engagers,0
6136,High engagers,0
6138,Passive,2
6139,Passive,2
6140,Passive,2
6141,High engagers,0
6142,High engagers,0
6143,High engagers,0
6144,High engagers,0
6145,Moderate,1
6146,High engagers,0
6147,High engagers,0
6148,Passive,2
6149,Moderate,1
6150,Moderate,1
6151,High engagers,0
6152,Moderate,1
6153,High engagers,0
6154,Moderate,1
6155,Moderate,1
6156,Passive,2
6157,Moderate,1
6158,High engagers,0
6159,Moderate,1
6160,High engagers,0
6161,Passive,2
6162,Moderate,1
6163,Moderate,1
6164,High engagers,0
6165,Passive,2
6166,High engagers,0
6167,Passive,2
6168,High engagers,0
6169,Moderate,1
6170,Passive,2
6171,Passive,2
6172,High engagers,0
6173,High engagers,0
6174,Moderate,1
6175,Passive,2
6177,Passive,2
6178,High engagers,0
6179,High engagers,0
6180,High engagers,0
6181,Moderate,1
6182,Moderate,1
6183,High engagers,0
6184,High engagers,0
6185,High engagers,0
6186,Moderate,1
6187,Moderate,1
6188,High engagers,0
6189,Moderate,1
6190,Moderate,1
6191,Passive,2
6192,Moderate,1
6193,Moderate,1
6194,Moderate,1
6195,Passive,2
6196,Moderate,1
6197,High engagers,0
6198,High engagers,0
6199,High engagers,0
6200,Moderate,1
6201,High engagers,0
6202,High engagers,0
6203,Passive,2
6204,Passive,2
6205,Moderate,1
6206,High engagers,0
6207,High engagers,0
6208,Passive,2
6209,Passive,2
6210,High engagers,0
6211,Moderate,1
6212,High engagers,0
6213,High engagers,0
6214,High engagers,0
6215,Passive,2
6216,Passive,2
6217,High engagers,0
6218,Moderate,1
6219,Passive,2
6220,High engagers,0
6221,Moderate,1
6222,Moderate,1
6223,Passive,2
6224,High engagers,0
6225,Moderate,1
6226,High engagers,0
6227,Passive,2
6228,Moderate,1
6229,Moderate,1
6230,Passive,2
6231,Passive,2
6232,Moderate,1
6233,High engagers,0
6234,Moderate,1
6235,High engagers,0
6236,High engagers,0
6237,High engagers,0
6238,Passive,2
6239,Moderate,1
6240,High engagers,0
6241,Passive,2
6242,Passive,2
6243,Moderate,1
6244,Moderate,1
6245,Moderate,1
6246,Moderate,1
6247,Passive,2
6249,High engagers,0
6250,High engagers,0
6251,Passive,2
6252,Passive,2
6253,Passive,2
6254,Moderate,1
6255,Passive,2
6256,High engagers,0
6257,Moderate,1
6258,High engagers,0
6259,Moderate,1
6260,Passive,2
6261,High engagers,0
6262,Moderate,1
6263,Moderate,1
6264,High engagers,0
6265,Moderate,1
6266,Moderate,1
6267,High engagers,0
6268,High engagers,0
6269,High engagers,0
6270,High engagers,0
6271,High engagers,0
6272,Passive,2
6273,High engagers,0
6274,Passive,2
6275,High engagers,0
6276,High engagers,0
6277,High engagers,0
6278,Moderate,1
6279,Moderate,1
6280,High engagers,0
6281,Moderate,1
6282,Moderate,1
6283,Passive,2
6284,Moderate,1
6285,High engagers,0
6286,Moderate,1
6287,Passive,2
6289,High engagers,0
6290,Passive,2
6291,Moderate,1
6292,Passive,2
6293,Moderate,1
6295,High engagers,0
6296,High engagers,0
6297,Moderate,1
6298,Passive,2
6299,High engagers,0
6300,High engagers,0
6301,High engagers,0
6302,High engagers,0
6303,Moderate,1
6304,High engagers,0
6305,Moderate,1
6306,Moderate,1
6307,High engagers,0
6308,Moderate,1
6309,Passive,2
6310,High engagers,0
6311,High engagers,0
6312,High engagers,0
6314,High engagers,0
6315,High engagers,0
6316,Passive,2
6317,Passive,2
6318,Passive,2
6319,Moderate,1
6320,High engagers,0
6321,Moderate,1
6322,Moderate,1
6323,High engagers,0
6324,High engagers,0
6325,High engagers,0
6326,High engagers,0
6327,High engagers,0
6328,High engagers,0
6329,Moderate,1
6330,High engagers,0
6331,Moderate,1
6332,Moderate,1
6333,High engagers,0
6334,Moderate,1
6335,Moderate,1
6336,High engagers,0
6337,Moderate,1
6338,Moderate,1
6339,High engagers,0
6340,High engagers,0
6341,High engagers,0
6342,Moderate,1
6343,High engagers,0
6344,High engagers,0
6345,Passive,2
6346,High engagers,0
6347,High engagers,0
6348,Moderate,1
6349,Passive,2
6350,High engagers,0
6351,Moderate,1
6352,High engagers,0
6353,Passive,2
6354,High engagers,0
6355,High engagers,0
6356,Moderate,1
6357,High engagers,0
6358,High engagers,0
6359,High engagers,0
6360,High engagers,0
6361,Moderate,1
6362,Passive,2
6363,High engagers,0
6364,Passive,2
6365,Passive,2
6366,Moderate,1
6367,Moderate,1
6368,Passive,2
6369,High engagers,0
6370,High engagers,0
6371,High engagers,0
6372,Passive,2
6374,Passive,2
6375,Passive,2
6376,High engagers,0
6377,Passive,2
6378,Passive,2
6379,High engagers,0
6380,Moderate,1
6381,Moderate,1
6382,Passive,2
6383,Moderate,1
6384,Moderate,1
6385,Moderate,1
6386,High engagers,0
6387,Moderate,1
6388,High engagers,0
6390,Moderate,1
6391,Moderate,1
6392,High engagers,0
6393,High engagers,0
6394,High engagers,0
6395,High engagers,0
6396,High engagers,0
6397,High engagers,0
6398,Moderate,1
6399,High engagers,0
6400,Passive,2
6401,Moderate,1
6402,Passive,2
6403,Moderate,1
6404,Moderate,1
6405,Passive,2
6406,Passive,2
6407,High engagers,0
6408,High engagers,0
6409,Passive,2
6410,High engagers,0
6411,High engagers,0
6412,High engagers,0
6413,High engagers,0
6414,Moderate,1
6415,High engagers,0
6416,Moderate,1
6417,Moderate,1
6418,Moderate,1
6419,Passive,2
6420,Passive,2
6421,Passive,2
6422,High engagers,0
6423,High engagers,0
6424,Passive,2
6425,Passive,2
6426,Moderate,1
6427,High engagers,0
6428,High engagers,0
6429,Passive,2
6430,Moderate,1
6431,High engagers,0
6432,Passive,2
6433,Passive,2
6434,High engagers,0
6435,Passive,2
6436,Passive,2
6437,High engagers,0
6438,High engagers,0
6439,Moderate,1
6440,Moderate,1
6441,Passive,2
6442,Passive,2
6443,Passive,2
6444,Moderate,1
6445,High engagers,0
6446,High engagers,0
6447,Passive,2
6448,Moderate,1
6449,High engagers,0
6450,High engagers,0
6451,Moderate,1
6452,High engagers,0
6453,Passive,2
6454,Passive,2
6455,Moderate,1
6456,High engagers,0
6457,Passive,2
6458,High engagers,0
6459,High engagers,0
6460,High engagers,0
6461,Passive,2
6462,Moderate,1
6463,High engagers,0
6464,High engagers,0
6465,High engagers,0
6466,High engagers,0
6467,Moderate,1
6468,Moderate,1
6470,Moderate,1
6471,Passive,2
6472,Moderate,1
6474,High engagers,0
6475,High engagers,0
6476,Moderate,1
6477,High engagers,0
6478,High engagers,0
6479,Moderate,1
6480,High engagers,0
6481,Passive,2
6482,Passive,2
6483,High engagers,0
6484,High engagers,0
6486,High engagers,0
6487,High engagers,0
6488,High engagers,0
6489,Passive,2
6491,Moderate,1
6492,Moderate,1
6493,Moderate,1
6494,High engagers,0
6495,High engagers,0
6496,Moderate,1
6497,Moderate,1
6498,High engagers,0
6499,Moderate,1
6500,Passive,2
6501,High engagers,0
6502,Moderate,1
6503,Passive,2
6504,Passive,2
6505,High engagers,0
6506,Passive,2
6507,Passive,2
6508,Passive,2
6509,Moderate,1
6510,Passive,2
6511,High engagers,0
6512,High engagers,0
6513,High engagers,0
6514,High engagers,0
6515,High engagers,0
6516,High engagers,0
6517,Moderate,1
6518,High engagers,0
6519,High engagers,0
6520,Moderate,1
6521,High engagers,0
6522,High engagers,0
6523,High engagers,0
6524,Moderate,1
6525,High engagers,0
6527,High engagers,0
6528,Moderate,1
6529,Passive,2
6530,High engagers,0
6531,Passive,2
6533,High engagers,0
6534,High engagers,0
6535,Passive,2
6536,High engagers,0
6537,High engagers,0
6538,High engagers,0
6539,High engagers,0
6540,High engagers,0
6541,High engagers,0
6542,Passive,2
6543,High engagers,0
6544,High engagers,0
6545,Passive,2
6546,High engagers,0
6547,Passive,2
6548,Moderate,1
6549,High engagers,0
6550,High engagers,0
6551,Moderate,1
6552,High engagers,0
6553,High engagers,0
6554,High engagers,0
6555,Passive,2
6556,Passive,2
6557,High engagers,0
6558,Moderate,1
6559,Passive,2
6560,Passive,2
6561,Moderate,1
6562,High engagers,0
6563,Moderate,1
6564,High engagers,0
6565,Passive,2
6566,High engagers,0
6567,Moderate,1
6568,High engagers,0
6569,Passive,2
6570,High engagers,0
6571,High engagers,0
6572,Passive,2
6573,High engagers,0
6574,High engagers,0
6575,Moderate,1
6576,High engagers,0
6577,Moderate,1
6578,High engagers,0
6581,Moderate,1
6582,Moderate,1
6583,High engagers,0
6584,Moderate,1
6585,Passive,2
6586,High engagers,0
6587,High engagers,0
6589,Passive,2
6590,Moderate,1
6591,High engagers,0
6592,Moderate,1
6593,Moderate,1
6594,High engagers,0
6596,Moderate,1
6597,High engagers,0
6598,Passive,2
6599,Moderate,1
6600,High engagers,0
6601,Moderate,1
6602,Moderate,1
6603,Passive,2
6604,Passive,2
6605,Passive,2
6606,Passive,2
6607,Passive,2
6608,Passive,2
6609,Passive,2
6610,Moderate,1
6611,Passive,2
6612,High engagers,0
6613,High engagers,0
6614,High engagers,0
6616,High engagers,0
6617,High engagers,0
6618,Moderate,1
6619,Passive,2
6620,High engagers,0
6621,High engagers,0
6622,High engagers,0
6623,Passive,2
6624,Passive,2
6625,Moderate,1
6626,Moderate,1
6627,Moderate,1
6628,High engagers,0
6629,High engagers,0
6630,Passive,2
6631,High engagers,0
6632,High engagers,0
6633,Moderate,1
6634,Moderate,1
6635,High engagers,0
6636,High engagers,0
6637,Moderate,1
6638,High engagers,0
6639,High engagers,0
6640,Moderate,1
6641,Moderate,1
6642,High engagers,0
6643,High engagers,0
6644,High engagers,0
6645,High engagers,0
6646,Moderate,1
6647,Moderate,1
6648,Moderate,1
6649,Passive,2
6650,Passive,2
6651,High engagers,0
6653,Moderate,1
6654,High engagers,0
6655,Moderate,1
6656,High engagers,0
6657,Passive,2
6658,Moderate,1
6659,High engagers,0
6660,High engagers,0
6661,Passive,2
6662,High engagers,0
6663,High engagers,0
6664,Moderate,1
6665,Passive,2
6666,Moderate,1
6667,High engagers,0
6668,High engagers,0
6669,High engagers,0
6670,High engagers,0
6671,High engagers,0
6672,High engagers,0
6673,Moderate,1
6674,Passive,2
6675,High engagers,0
6676,High engagers,0
6677,Passive,2
6678,High engagers,0
6679,High engagers,0
6680,High engagers,0
6681,High engagers,0
6682,High engagers,0
6683,High engagers,0
6684,Passive,2
6685,Moderate,1
6686,Moderate,1
6687,Passive,2
6688,Moderate,1
6689,Passive,2
6690,Passive,2
6691,Passive,2
6692,Moderate,1
6693,Passive,2
6694,Moderate,1
6695,Passive,2
6696,High engagers,0
6697,High engagers,0
6698,High engagers,0
6699,Passive,2
6700,Moderate,1
6701,Passive,2
6702,High engagers,0
6703,Moderate,1
6704,Moderate,1
6705,High engagers,0
6706,Moderate,1
6707,Passive,2
6708,High engagers,0
6709,Passive,2
6710,High engagers,0
6711,Moderate,1
6712,Moderate,1
6713,High engagers,0
6714,Passive,2
6715,Passive,2
6716,High engagers,0
6717,Passive,2
6718,High engagers,0
6719,Moderate,1
6720,High engagers,0
6721,Passive,2
6722,High engagers,0
6723,High engagers,0
6724,High engagers,0
6725,Moderate,1
6726,Passive,2
6727,High engagers,0
6728,Passive,2
6729,High engagers,0
6730,Moderate,1
6731,High engagers,0
6732,High engagers,0
6733,Passive,2
6734,Passive,2
6735,High engagers,0
6737,High engagers,0
6738,Moderate,1
6739,High engagers,0
6740,Passive,2
6741,High engagers,0
6742,High engagers,0
6743,Moderate,1
6744,High engagers,0
6745,Passive,2
6746,Moderate,1
6747,High engagers,0
6748,High engagers,0
6749,High engagers,0
6750,High engagers,0
6751,High engagers,0
6752,Moderate,1
6753,Moderate,1
6754,Passive,2
6755,Passive,2
6756,Moderate,1
6757,Passive,2
6758,High engagers,0
6759,Moderate,1
6760,High engagers,0
6761,High engagers,0
6762,Passive,2
6763,Moderate,1
6764,Passive,2
6765,Passive,2
6766,High engagers,0
6767,Passive,2
6768,Passive,2
6769,High engagers,0
6770,High engagers,0
6771,Moderate,1
6772,High engagers,0
6773,Passive,2
6775,High engagers,0
6776,Moderate,1
6777,High engagers,0
6778,High engagers,0
6779,Moderate,1
6780,Passive,2
6781,Passive,2
6782,Moderate,1
6783,High engagers,0
6784,Moderate,1
6785,Moderate,1
6786,Passive,2
6787,Moderate,1
6788,Moderate,1
6789,High engagers,0
6790,High engagers,0
6791,High engagers,0
6792,High engagers,0
6793,High engagers,0
6794,High engagers,0
6795,Moderate,1
6796,Moderate,1
6797,Passive,2
6798,Passive,2
6799,High engagers,0
6800,Passive,2
6801,High engagers,0
6802,Passive,2
6803,Moderate,1
6804,High engagers,0
6805,High engagers,0
6806,High engagers,0
6807,High engagers,0
6808,Moderate,1
6809,Moderate,1
6810,Passive,2
6811,Moderate,1
6812,Moderate,1
6813,Passive,2
6814,Moderate,1
6815,Moderate,1
6816,High engagers,0
6817,High engagers,0
6818,High engagers,0
6819,Passive,2
6821,High engagers,0
6822,High engagers,0
6823,Passive,2
6824,High engagers,0
6825,Passive,2
6826,High engagers,0
6827,Moderate,1
6828,Passive,2
6829,High engagers,0
6830,Moderate,1
6831,High engagers,0
6832,High engagers,0
6833,High engagers,0
6835,Passive,2
6836,Passive,2
6837,High engagers,0
6838,High engagers,0
6840,High engagers,0
6841,Moderate,1
6842,Moderate,1
6843,Passive,2
6844,Passive,2
6845,Passive,2
6846,Moderate,1
6847,High engagers,0
6848,Moderate,1
6849,High engagers,0
6852,High engagers,0
6853,Moderate,1
6854,Moderate,1
6855,Moderate,1
6856,Moderate,1
6857,Passive,2
6858,Passive,2
6859,Moderate,1
6860,High engagers,0
6861,High engagers,0
6862,Moderate,1
6863,Moderate,1
6864,Moderate,1
6865,High engagers,0
6866,Moderate,1
6867,High engagers,0
6868,High engagers,0
6869,High engagers,0
6870,High engagers,0
6871,Passive,2
6872,Moderate,1
6873,High engagers,0
6874,High engagers,0
6875,Passive,2
6876,High engagers,0
6877,High engagers,0
6878,Moderate,1
6879,High engagers,0
6880,High engagers,0
6881,Moderate,1
6882,High engagers,0
6883,High engagers,0
6884,Moderate,1
6885,Moderate,1
6887,High engagers,0
6888,High engagers,0
6889,Passive,2
6890,Passive,2
6891,Moderate,1
6892,Passive,2
6893,Passive,2
6894,Moderate,1
6895,High engagers,0
6896,High engagers,0
6897,Passive,2
6898,Passive,2
6899,Passive,2
6900,Moderate,1
6901,High engagers,0
6902,Moderate,1
6903,Passive,2
6904,Moderate,1
6905,High engagers,0
6906,Moderate,1
6907,High engagers,0
6908,High engagers,0
6910,High engagers,0
6911,Moderate,1
6912,High engagers,0
6913,High engagers,0
6914,Moderate,1
6915,High engagers,0
6916,Moderate,1
6917,Moderate,1
6918,High engagers,0
6919,High engagers,0
6920,Passive,2
6921,Passive,2
6922,High engagers,0
6923,High engagers,0
6924,Passive,2
6925,Passive,2
6926,Passive,2
6927,High engagers,0
6928,High engagers,0
6929,High engagers,0
6931,High engagers,0
6932,High engagers,0
6933,High engagers,0
6934,High engagers,0
6935,Moderate,1
6936,High engagers,0
6937,High engagers,0
6938,Passive,2
6939,Passive,2
6940,Passive,2
6941,Passive,2
6942,High engagers,0
6943,Passive,2
6944,Moderate,1
6945,High engagers,0
6946,High engagers,0
6947,High engagers,0
6948,High engagers,0
6949,High engagers,0
6950,Moderate,1
6951,Passive,2
6953,High engagers,0
6954,High engagers,0
6955,Moderate,1
6956,High engagers,0
6957,Passive,2
6958,High engagers,0
6959,High engagers,0
6960,High engagers,0
6961,High engagers,0
6962,Moderate,1
6963,High engagers,0
6964,Moderate,1
6965,Moderate,1
6966,High engagers,0
6967,High engagers,0
6968,Passive,2
6969,High engagers,0
6970,High engagers,0
6971,Passive,2
6972,Passive,2
6973,Passive,2
6975,Moderate,1
6976,High engagers,0
6977,High engagers,0
6978,High engagers,0
6979,High engagers,0
6980,Moderate,1
6981,Passive,2
6983,Passive,2
6984,Moderate,1
6985,Moderate,1
6986,High engagers,0
6987,Passive,2
6988,Moderate,1
6989,High engagers,0
6990,High engagers,0
6991,Passive,2
6992,Passive,2
6993,Moderate,1
6994,High engagers,0
6995,Moderate,1
6996,Passive,2
6997,High engagers,0
6998,High engagers,0
6999,High engagers,0
7000,Moderate,1
7001,Passive,2
7002,Passive,2
7003,High engagers,0
7004,Moderate,1
7005,Moderate,1
7006,High engagers,0
7007,High engagers,0
7008,Moderate,1
7009,High engagers,0
7010,High engagers,0
7011,Passive,2
7013,High engagers,0
7014,High engagers,0
7015,Passive,2
7016,Passive,2
7017,Passive,2
7018,Passive,2
7019,Moderate,1
7020,Moderate,1
7023,High engagers,0
7024,Moderate,1
7025,Passive,2
7026,High engagers,0
7027,Moderate,1
7028,High engagers,0
7029,Passive,2
7030,High engagers,0
7031,High engagers,0
7032,High engagers,0
7033,High engagers,0
7034,Moderate,1
7035,High engagers,0
7036,High engagers,0
7037,Passive,2
7038,High engagers,0
7039,Passive,2
7040,High engagers,0
7041,High engagers,0
7042,High engagers,0
7043,Moderate,1
7044,Passive,2
7046,High engagers,0
7047,Moderate,1
7048,Moderate,1
7049,High engagers,0
7050,High engagers,0
7051,High engagers,0
7052,Passive,2
7053,Passive,2
7054,Passive,2
7055,Passive,2
7056,High engagers,0
7057,High engagers,0
7058,High engagers,0
7059,High engagers,0
7060,High engagers,0
7061,High engagers,0
7062,Passive,2
7063,High engagers,0
7064,Moderate,1
7065,High engagers,0
7066,High engagers,0
7067,High engagers,0
7068,High engagers,0
7069,Passive,2
7070,Moderate,1
7071,Passive,2
7072,Moderate,1
7073,Passive,2
7074,Moderate,1
7075,High engagers,0
7076,High engagers,0
7077,High engagers,0
7079,Moderate,1
7081,High engagers,0
7082,Passive,2
7083,High engagers,0
7084,High engagers,0
7085,Moderate,1
7086,Moderate,1
7087,Passive,2
7088,Passive,2
7089,Moderate,1
7090,Moderate,1
7091,High engagers,0
7092,Passive,2
7093,High engagers,0
7094,Passive,2
7095,High engagers,0
7096,High engagers,0
7097,Moderate,1
7098,High engagers,0
7099,High engagers,0
7100,High engagers,0
7101,Moderate,1
7102,Moderate,1
7103,Passive,2
7104,Moderate,1
7105,Moderate,1
7106,Moderate,1
7107,Moderate,1
7108,High engagers,0
7109,High engagers,0
7110,Passive,2
7112,Passive,2
7113,Passive,2
7114,Passive,2
7115,High engagers,0
7116,High engagers,0
7117,Moderate,1
7118,High engagers,0
7119,High engagers,0
7120,Passive,2
7121,High engagers,0
7122,High engagers,0
7123,High engagers,0
7124,High engagers,0
7125,Passive,2
7127,Moderate,1
7128,High engagers,0
7129,High engagers,0
7130,High engagers,0
7131,High engagers,0
7132,High engagers,0
7133,Moderate,1
7134,High engagers,0
7135,High engagers,0
7136,High engagers,0
7137,Passive,2
7138,Moderate,1
7139,High engagers,0
7140,High engagers,0
7141,Moderate,1
7142,Moderate,1
7143,High engagers,0
7144,Passive,2
7145,High engagers,0
7146,High engagers,0
7147,Passive,2
7148,High engagers,0
7149,High engagers,0
7150,Passive,2
7151,High engagers,0
7152,High engagers,0
7153,Passive,2
7154,High engagers,0
7155,Passive,2
7156,Passive,2
7157,High engagers,0
7159,High engagers,0
7160,Moderate,1
7161,High engagers,0
7162,Moderate,1
7163,Moderate,1
7164,High engagers,0
7165,Moderate,1
7166,High engagers,0
7167,Passive,2
7168,Passive,2
7169,Passive,2
7170,High engagers,0
7171,High engagers,0
7172,Passive,2
7173,Passive,2
7174,High engagers,0
7175,Moderate,1
7176,High engagers,0
7177,High engagers,0
7178,High engagers,0
7179,Passive,2
7180,Passive,2
7181,Moderate,1
7182,High engagers,0
7183,Moderate,1
7184,High engagers,0
7185,High engagers,0
7186,Passive,2
7187,High engagers,0
7188,High engagers,0
7189,High engagers,0
7190,Passive,2
7191,High engagers,0
7192,High engagers,0
7193,High engagers,0
7194,Moderate,1
7195,Passive,2
7197,Passive,2
7198,High engagers,0
7199,Passive,2
7200,Passive,2
7201,Moderate,1
7202,High engagers,0
7203,High engagers,0
7205,High engagers,0
7206,Passive,2
7207,Moderate,1
7208,Moderate,1
7209,High engagers,0
7210,High engagers,0
7211,High engagers,0
7212,Passive,2
7213,Passive,2
7214,High engagers,0
7215,Moderate,1
7216,High engagers,0
7217,Moderate,1
7218,High engagers,0
7219,High engagers,0
7220,Passive,2
7221,High engagers,0
7222,Passive,2
7223,High engagers,0
7224,Passive,2
7225,Passive,2
7226,Moderate,1
7227,High engagers,0
7228,High engagers,0
7229,Passive,2
7231,High engagers,0
7232,Moderate,1
7233,High engagers,0
7234,Moderate,1
7235,Moderate,1
7236,Passive,2
7237,High engagers,0
7238,Moderate,1
7239,High engagers,0
7240,Moderate,1
7241,Passive,2
7242,Passive,2
7243,High engagers,0
7244,High engagers,0
7245,High engagers,0
7247,High engagers,0
7248,High engagers,0
7249,Moderate,1
7250,High engagers,0
7251,High engagers,0
7252,Passive,2
7253,High engagers,0
7254,Moderate,1
7255,High engagers,0
7256,High engagers,0
7257,High engagers,0
7258,High engagers,0
7259,High engagers,0
7260,Moderate,1
7261,Passive,2
7262,Passive,2
7263,High engagers,0
7264,High engagers,0
7265,High engagers,0
7266,Passive,2
7267,Moderate,1
7268,Passive,2
7269,Passive,2
7270,High engagers,0
7271,Moderate,1
7272,Moderate,1
7273,Moderate,1
7274,Passive,2
7275,High engagers,0
7276,Passive,2
7277,High engagers,0
7278,Moderate,1
7279,Moderate,1
7280,Passive,2
7281,Passive,2
7282,High engagers,0
7283,High engagers,0
7284,High engagers,0
7285,Moderate,1
7286,High engagers,0
7287,Passive,2
7288,High engagers,0
7289,High engagers,0
7290,High engagers,0
7291,Moderate,1
7292,High engagers,0
7293,Moderate,1
7294,Moderate,1
7295,Moderate,1
7296,High engagers,0
7297,High engagers,0
7298,Moderate,1
7299,Passive,2
7300,Moderate,1
7301,Moderate,1
7302,Passive,2
7303,Passive,2
7304,High engagers,0
7305,Passive,2
7306,High engagers,0
7307,Passive,2
7308,High engagers,0
7309,High engagers,0
7310,Passive,2
7311,High engagers,0
7312,High engagers,0
7313,High engagers,0
7314,Moderate,1
7315,High engagers,0
7316,Moderate,1
7317,Passive,2
7319,High engagers,0
7320,Moderate,1
7321,High engagers,0
7322,High engagers,0
7323,High engagers,0
7324,Passive,2
7325,Moderate,1
7326,Passive,2
7328,Moderate,1
7329,High engagers,0
7330,Moderate,1
7331,Moderate,1
7332,Passive,2
7333,Passive,2
7334,Moderate,1
7335,High engagers,0
7336,Moderate,1
7337,High engagers,0
7338,Passive,2
7339,Passive,2
7340,Moderate,1
7341,High engagers,0
7342,High engagers,0
7343,High engagers,0
7344,High engagers,0
7345,Moderate,1
7346,High engagers,0
7347,Moderate,1
7348,Passive,2
7349,Passive,2
7350,High engagers,0
7351,High engagers,0
7352,High engagers,0
7354,Passive,2
7355,High engagers,0
7356,Moderate,1
7357,High engagers,0
7358,High engagers,0
7359,Passive,2
7360,Passive,2
7361,High engagers,0
7362,Moderate,1
7363,High engagers,0
7364,Passive,2
7365,High engagers,0
7366,High engagers,0
7367,High engagers,0
7368,High engagers,0
7369,High engagers,0
7370,High engagers,0
7371,High engagers,0
7372,High engagers,0
7373,High engagers,0
7374,High engagers,0
7375,Moderate,1
7376,High engagers,0
7377,High engagers,0
7378,Passive,2
7379,High engagers,0
7380,Passive,2
7381,High engagers,0
7382,High engagers,0
7383,Moderate,1
7384,High engagers,0
7385,Moderate,1
7386,High engagers,0
7387,High engagers,0
7388,High engagers,0
7389,Passive,2
7390,Passive,2
7391,Passive,2
7392,High engagers,0
7393,Passive,2
7394,Passive,2
7395,Passive,2
7396,Passive,2
7397,Passive,2
7398,Passive,2
7400,High engagers,0
7401,High engagers,0
7402,Passive,2
7403,Passive,2
7404,High engagers,0
7405,Moderate,1
7406,Moderate,1
7408,High engagers,0
7409,Moderate,1
7410,Passive,2
7411,High engagers,0
7412,High engagers,0
7413,Moderate,1
7414,Passive,2
7415,High engagers,0
7416,Passive,2
7417,High engagers,0
7418,Moderate,1
7419,High engagers,0
7420,High engagers,0
7421,High engagers,0
7422,High engagers,0
7423,Passive,2
7424,Passive,2
7425,Moderate,1
7426,Moderate,1
7428,Passive,2
7429,High engagers,0
7430,Passive,2
7431,High engagers,0
7432,Passive,2
7433,High engagers,0
7434,High engagers,0
7435,Moderate,1
7436,High engagers,0
7437,Moderate,1
7438,High engagers,0
7439,Moderate,1
7440,High engagers,0
7441,Moderate,1
7442,High engagers,0
7443,High engagers,0
7444,Passive,2
7445,Passive,2
7446,Passive,2
7447,High engagers,0
7448,Passive,2
7449,High engagers,0
7450,High engagers,0
7451,High engagers,0
7452,Passive,2
7453,High engagers,0
7454,High engagers,0
7456,High engagers,0
7457,Passive,2
7458,High engagers,0
7459,High engagers,0
7460,Moderate,1
7461,Passive,2
7462,High engagers,0
7463,Passive,2
7464,High engagers,0
7466,Moderate,1
7467,Moderate,1
7468,High engagers,0
7469,High engagers,0
7470,High engagers,0
7471,Passive,2
7472,High engagers,0
7473,High engagers,0
7474,Moderate,1
7475,High engagers,0
7476,Moderate,1
7477,Moderate,1
7478,High engagers,0
7479,Passive,2
7480,Moderate,1
7481,Moderate,1
7482,Passive,2
7483,Moderate,1
7484,High engagers,0
7485,High engagers,0
7486,High engagers,0
7487,Passive,2
7488,Passive,2
7489,High engagers,0
7490,High engagers,0
7491,High engagers,0
7492,Moderate,1
7493,High engagers,0
7494,High engagers,0
7495,High engagers,0
7496,Moderate,1
7497,Moderate,1
7498,Moderate,1
7499,High engagers,0
7500,High engagers,0
7501,Passive,2
7502,High engagers,0
7503,High engagers,0
7504,High engagers,0
7505,High engagers,0
7506,Moderate,1
7508,Passive,2
7509,Passive,2
7510,High engagers,0
7511,Moderate,1
7512,High engagers,0
7513,High engagers,0
7514,Moderate,1
7515,High engagers,0
7516,High engagers,0
7517,Passive,2
7518,High engagers,0
7519,Moderate,1
7520,High engagers,0
7521,High engagers,0
7522,Passive,2
7523,Moderate,1
7524,Moderate,1
7525,Moderate,1
7526,Passive,2
7527,High engagers,0
7528,High engagers,0
7529,High engagers,0
7530,Moderate,1
7531,Moderate,1
7532,High engagers,0
7533,Moderate,1
7534,Moderate,1
7535,Passive,2
7537,High engagers,0
7538,Passive,2
7539,High engagers,0
7540,Moderate,1
7541,High engagers,0
7542,High engagers,0
7543,High engagers,0
7545,Passive,2
7546,Passive,2
7547,High engagers,0
7548,Moderate,1
